TC001A TUH001A TUH002A TUH002B TUH002C TUH002D TUH002E TUH002F TVV001A TVV002A TVV003A TVC001A TVC002A TVC003A TVC003B TVC004AA TVC004AB TVC004AC TVC004AD TVC004AE TVC004AF TVC004AG TVC004AH TVC004AI TVC004AL TVC004AM TVC004AN TVC004BG TVC004BM TVC005A TVC005B TVC006A TVC006B TVC006C TVC006D TVC006E TVC006F TVC006G TVC006H TVC006I TVC006J TVC006K TVT001A TVT001B TVT002A TVT002B TVT002C TVT003A TVT003B TVT004A TVT005A TVT006A TVT006B TVE001AA TVE001BA TVE001CA TVE001DA TVE001EA TVE001FA TVE001GA TVE001HA TVE001IA TVE001JA TVE001KA TVE001LA TVE001MA TVE001NA TVE001OA TVE001PA TVE001AB TVE001LB TVE001MB TVE001NB TVE001OB TVE001PB TVE002A TVE002B TVE002CA TVE002CB TVE002CC TVE002DA TVE002DB TVE002DC TES001A TES001B TES001C TES001D TES001E TES001F TES001G TES001H TES001I TES001J TES001K TES001L TES001M TES002A TES002C TES002D TES002E TES002F TEM001A TEM001B TEM001C TEM001D TEM001E TEM002A TEM002B TEM002C TEM002D TEM002E TEM003A TEM003B TEM003C TEE001A TEE001B TEE001C TEE001D TEE001E TEE001F TEE001G TEE001H TEE001I TEE001J TEE001K TEE001L TSS001A TSS002A TSS003A TSS004A TSS004B TSS004C TSS004D TSS004E TSS004F TSS004G TSS004H TSS004I TSS005A TSS005B TSS005C TSS005D TSS005E TSS005F TSS005G TSS005H TSS005I TSS005J TSS005K TSI001AA TSI001AB TSI001BA TSI001BB TSI001CA TSI001CB TSI001DA TSI001DB TSI001EA TSI001EB TSI001FA TSI001FB TSI002A TSI002C TSI003A 
1 1 -1 -1 -1 -1 -1 -1 1969 2 3 1 3 69 69 1 1 6 6 6 6 6 6 6 1 1 1 -1 1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 2 6 -1 1 6 6 6 6 6 6 6 6 6 1 6 6 6 6 1 1 -1,0 -1 -1 -1 1 6 -1 -1 -1,0 -1 -1,0 -1 -1 2 1 1 2 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1,0 -1 -1 -1 1 1 1 8 7 7 9 10 10 9 9 8 1 9 0 3 480,81 4 6 6 6 6 6 6 6 6 6 2 2 2 2 -1 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
6 1 -1 -1 -1 -1 -1 -1 1980 2 2 2 4 90 90 1 1 1 6 6 6 6 1 6 1 1 1 -1 2 5 1 6 6 6 6 6 1 6 6 6 6 6 1 1 6 -1 -1 -1 -1 -1 1 6 -1 1 6 6 1 1 1 6 6 1 6 1 1 6 6 6 1 2 2 -1 -1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 2 2 1 1 1 1 1 1 1 1 1 1 1 6 6 1 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 0 0 0 5 5 6 3 6 4 6 10 0 1 600 4 6 6 6 6 6 6 6 6 6 3 2 2 -1 -9 3 3 3 4 3 3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1982 2 2 1 3 92 86 1 1 1 6 6 6 6 6 6 1 1 1 -1 1 5 1 6 6 6 6 6 6,0 6 6 6 6 6 3 4 -1 -1 -1 -1 -1 6 1 6 -1 1 6,0 6 6 6 1 6 6 6 6 6 1 6 6 6 1 1 1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 2 1,0 1 2 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 2 -1 -1 -1 -1 -1 1 1 1 7 9 7 9 9 10 8 9 9 10 5 0 3 450 3 6 6 6 6 6 6 6 6 6 2 2 2 3 -1 2 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1995 2 2 1 4 107 100 1 1 1 6 6 6 1 1 6 1 1 1 2 1 5 1 6 1 6 6 6 6 6 1 6 6 6 1 3 1 60000 360,61 -1 -1 -1 1 6 -1 1 1 1 1 1 1 6 6 6 6 6 1 6 6 6 1 2 2 -1 -1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 2 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 3 3 3 4 3 -1 -1 -1 -1 -1 1 1 1 4 4 2 7 4 6 9 3 0 4 9 0 3 1202,02 4 6 6 6 6 6 1 6 6 6 2 4 4 -1 3 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 2000 2 2 2 5 95 90 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 2 5 1 6 6 6 6 6 1 6 6 6 6 6 1 -9 1 30000 180,3 -1 -1 -1 1 6 -1 1 6 1 1 6 1 6 6 6 6 1 1 1 6 6,0 1 2 2 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6,0 4 4 4 4,0 4 -1 -1 -1 -1 -1 1 1 1 0 7 6 5 6 6 6 6 4 3 6 7 3 1803,04 3 6 6 6 6 6 1 6 6 6 2 4 4 -1 4 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1965 2 2 2 8 114 100 1 1 1 6 -1 -1 1 1 6 1 1 1 2 2 5 1 6 6 6 6 6 1 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 1 6 -1 1 1 6 1 6 1 6 6 1 1 1 1 1 6 6 1 2 4 -9 -1 -1 3 1 1 1 -1 -1 10 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 4 4 4 4 1 1 1 0 6 2 6 6 6 6 6 0 6 2 6 3 3005,06 3 6 6 6 6 6 6 6 6 6 2 2 2 3 -1 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 1 
2 5 6 6 6 6 1 6 1960 3 2 2 4 107 100 1,0 1 1 6 -1 -1 6 1 6 1 1 1 -1 2 5 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 1 6 -1,0 1 6 6 6 6 6 6 6 6 6 1 6 6 6 6 6 1 -1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1,0 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 6 6 6 6 6 6 6 -9 -9 -9 -9 -9 3 -9 2 1 6 6 6 6 1 6 6 6 1 1 1 1 -1 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1,0 6 -1 6 -1 1 
5 1 -1 -1 -1 -1 -1 -1 1989 3 3 2 2 58 54 1 1 1 6 -1 -1 1 1 6 1 1 1 4 2 5 1 6 6 6 6 6 6 6 6 6 6 6 1 -9 1 48086 289 -1 -1 -1 1 6 -1 1 6 6 6 6 6 6 6 6 6 6 1 6 6 6 1 2 4 -1 -1 -1 1 1 1 1 -1 -1 10 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 5 6 2 2 6 6 6 6 6 2 2 -1 3 1202,02 3 1 6 6 6 6 1 6 6 6 1 1 1 3 -1 2 2 2 2 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1978 2 3 2 4 307 100 1 1 1 6 -1 -1 1 1 6 1 1 1 1 2 5,0 1 6 6 6 6 6 1 6 6 6 6 6 1 -9 6 -1 -1 -1 -1 -1 1 6 -1 1 6 1 6 6 1 6 6 6 6 1 6 6 6 6 1 1 -1 -1 -1,0 -1 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6,0 6 6 6 4 4 4,0 4 4 -1 -1 -1 -1 -1 1 1 1 5 6 6 6 6 6 7 8 -9 0 5 -1 3 1202,02 3 1 6 6 6 6 1 6 6 6 2 2 1 -1 -1 3 3 -9 -9 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 2000 2 2 1 5 250 150 1 1 6 1 -1 -1 1 1 6 1 1 1 2 3 5 1 6 6 6 6 6 6 6 6 6 6 6 1 4 1 117000 703,18 -1 -1 -1 3 6 -1 1 6 1 6 6 1 1 1 6 1 1 1 1 1 6 1 1 2 -9 1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 2 2 2 1 1 -1 -1 -1 4 4 1 1 1 0 8 0 5 5 5 5 0 0 0 8 -1 4 2404,05 4 6 6 6 6 6 6 6 6 6 2 2 3 -1 4 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 1 -1 -1 -1 -1 -1 -1 1999 3 3 2 4 175 100 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 1 5 1 6 1 1 1 1 1 6 6 6 6 6 1 -9 6 -1 -1 -1 -1 -1 1 6 -1 1 6 6 6 6 6 6 6 6 6 1 1 6 6 6 1 2 -7 -1 -1 -1,0 2 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 2,0 1 6 6 6 6 6 4 4 4 4 4 -1,0 -1 -1 -1 -1 1 1,0 1 9 3 2 5 8 9 8 0 0 0 2 0 3 901,52 3 6 6 6 6 6 1 6 6 6 1 1 1 2 2 2 2 2 2 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1982 2 2 1 5 120 113 1 1 1 6 -1 -1 1 1 6 1 1 1 2 1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 3 6 -1 -1 -1 -1 -1 1 6 -1 1 6 1 6 6 6 6 6 6 6 1 1 6 6 6 1 1 2 -1 -1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 1 1 -1 -1 -1 4 4 1 1 1 5 5 5 6 6 6 6 6 5 5 3 -1 3 -3 3 6 6 6 6 6 1 6 6 6 1 1 2 -1 -1 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1970 2 2 2 3 92 86 1,0 1 1 6 1 -1 1 1 6 1 1 1 2 1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 1 6 -1 1 6 6 6 6 6 6 6 6 6 1 6 6 6 6 6 1 -1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1,0 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1,0 -1 -1 1 1 1 6 6 5 6 6 6 6 6 6 5 6 -9 3 901,52 2 6 6 6 6 6 6 6 6 6 4 4 4 2 -1 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1974 2 2 2 8 164 155 1 1 1 6 -1 -1 1 1 6 1 1 1 1 1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 2 6 -1 1 6 1 6 6 6 6 6 1 6 1 1 1 6 6 1 4 2 -9 -1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 1 1 1 1 4 4 4 4 4 1 1 1 5 6 7 7 7 7 7 9 7 6 5 5 4 1202,02 4 6 6 6 6 6 1 6 6 6 2 2 3 2 -1 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1,0 -1 -1 -1 -1 1983 3 2 2 4 107 100 1 1 1 6 -1 -1 6 6 6 1 1 1 -1 2 5 1 6 6 6 6 6 6 6,0 6 6 6 6 1 4 1 110000 661,11 -1,0 -1 -1 1 6 -1 1 6 6 6 1 1 6 6 1 6 1 1 1 1 6 1 -1 1 -9 2 -1 2 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 1 6 6 6 1 1 1 1 1 4 4 4 4 4 1 1 1 3 6 4 5 6 3 5 4 8 0 5 0 3 -3 3 1 6 6 6 6 1 6 6 6 1 1 3 -1 4 3 3 2 2 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1967 2 2 2 5 120 113 1 1 1 6 -1 -1 1 1 6 1 1 1 3 1 5 1 6 6 6 6 6 1 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 3 6 -1 1 1 1 6 6 1 6 6 1 6 1 1 6 6 6 1 1 1 -1 -1 -1 2 1 1 1 -1 -1 10 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 1 1 1 1 4 4 4 4 4 1 1 1 0 5 2 2 6 5 5 5 0 -3 7 5 4 1081,82 4 6 6 6 6 6 6 6 6 6 3 1 2 3 4 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1974 2 2 2 5 120 113 1 1 1 6 -1 -1 1 1 6 1,0 1 1 4 2 5 1 6,0 6 6 6 6 6 6 6 6 6 6 1 3 6 -1 -1 -1 -1 -1 3 6,0 -1 1 6 1 1 6 1 6 1 1 6 1 1 1 1 1 1 2 3 -9 1 2 4 1 2 1,0 3 -1 10 16 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 1 1 1 1 4 4 4 3 3 1 1 1 5 5 6 5 5 6 7 7 6 7 5 3 4 -3 4 6 6 6 6 6 6 6 6 6 3 2 2 -1 -1 2 3 3 3 3 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1982 2 2 1 5 120 113 1 1 1 6 -1 -1 1 1 6 1 1 1 2 1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 -9 6 -1 -1 -1 -1 -1 1 6 -1 1 1 6 6 6 1 6 6 1 6 1 1 6 6 6 1 -9 2 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 6 3 6 6 6 6 6 6 6 6 6 6 3 1803,04 4 6 6 6 6 6 1 6 6 6 2 2 2 -1 4 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1960 2 1 1 6 113 100 1 1 1 6 -1 -1 1,0 1 6 1 1 1 2 1 5 1 6 6 6 6 6 1 6 6 6 6 6 1 4 -1 -1 -1 -1 -1 -1 1 6 -1 1 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 1 -1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4,0 4 4,0 4 -1 -1 -1 -1 -1 1 1 1 0 5 5 6 6 6 6 6 6 5 6 3 3 901,52 2 1 6 6 6 6 1 6 6 6 1 1 1 2 -1 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1959 3 3 2 4 107 100 1 1 1 6 -1 -1 1 6 1 1 1 1 2 2 5 1 6 6 6 6 6 1 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 1 6 -1 1 6 6 6 6 6 6 6 6 6 1 1 6 6 6 1 2 1 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 1 1 1 -1 -1 3 3 3 1 1 1 8 6 5 6 6 6 6 6 5 6 4 6 3 1000 3 6 6 6 6 6 6 6 6 6 3 3 4 4 -1 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 2001 2 2 2 5 110 100 1 1 1 6 -1 -1 1 1 6 1 1 1 1 -1 5 1 6,0 6 6 1 1 1 1 1 1 6 6 2 -9 -1 -1 -1 -1 380 -1 1 6 -1 1 6 1 1 1 1 6 6 6 6 1 1 1 1 6 1 -7 1 1 1 -1,0 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 1 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 5 5 7 10 10 10 10 2 0 2 5 0 3 2000 4 1 6 6 6 6 1 6 6 6 2 2 3 -1 2 2 3 3 3 3 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1959 1 -1 2 3 92 86 1 1 1 6 -1 -1 1 1 6 1 1 1 1 2 5 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 2 6 -1 1 6 1 1 6 1 6 1 6 1 1 1 1 1 1 1 1 2 -9 1 -9 2 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 1 5 5 5 6 6 6 7 5 6 3 2 4 1803,04 4 6 6 6 6 6 1 6 6 6 3 2 2 -1 4 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 1 -1 -1 -1 -1 -1 -1 1955 2 2 2 5 120 113 1 1 1 6 -1 -1 6 6 6,0 1 1 1 -1 1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 -9 6 -1 -1 -1 -1 -1 1 6 -1 1 6 1 6 6 6 6 6,0 1 6 6 6 6 6 6 6 -7 -1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1,0 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 1 1 1 1 4 4 4 4 4 1 1 1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 3 300,51 2 1 6 6 6 6 1 6 6 6 1 1 1 1 -1 2 2 2 2 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6,0 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1983 3 2 2 1 63 58 1 1 1 6 -1 -1 1 1 6 1 1 1 2 1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 1 6 -1 1 6 6 6 6 6 6 6 6 6 6 1 6 6 6 6 1 1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 6 6 3 6 6 6 6 -9 6 -9 -9 -9 3 -9 2 1 6 6 6 6 1 6 6 6 1 1 1 1 -1 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1993 3 2 2 7 150 141 1,0 1 1 6 -1 -1 1 1 6 1 1 1 1 1 5 1 6 6 6 6 6 1 6,0 6,0 6 6 6 2 -9 -1 -1 -1 49916 300 -1 1 1 200 1 6 1 6 1 6 6 6 6 6 1 6 1 1 6 1 1 -1 1 2 -1 2 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1,0 -1 -1 -1 -1 5 1 1 3 6 6 10 6 3 6 6 0 2 -9 4 3 2000 3 1 6 6 6 6 1 6 6 6 2 2 3 -1 3 2 2 2 2 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 1 
2 1 -1 -1 -1 -1 -1 -1 2004 3 3 2 4 200 180 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 2 5 1 6 6 6 6 6 1 6 6 6 6 6 1 -9 1 166386 1000 -1 -1 -1 2 6 -1 1 6 6 6 6 1 6 6 6 6 1 1 6 6 6 1 -7 2 -1 -1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 3 5 8 8 5 7 5 6 0 2 10 -9 3 2000 4 1 6 6 6 6 1 6 6 6 3 3 4 -1 2 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1939 1 -1 2 5 120 113 1 1,0 1 6 -1 -1 1 1 6 1 1 1 2 1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1,0 -1 -1 -1 -1 2 6 -1 1 6 1 6 6 6 6 6 6 6 1 1 6 6 6 1 1 1 -1 -1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4,0 4 4 4 4 -1 -1 -1,0 -1 -1 1 1 1 0 4 6 6 -3 6 6 6 2 6 2 2 3 1202,02 3 6 6 6 6 6 1 6 6 6 2 2 3 2 -1 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1987 3 2 2 7 150 141 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 2 5 1 6 6 6 6 6 6 6 6 6 6 6 1 -9 6 -1 -1 -1 -1 -1 2 6 -1 1 1 1 1 6 1 1 6 1 6 1 1 1 1 6 1 2 2 -7 1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 3 0 2 3 4 3 3 2 3 0 4 1 3 1500 4 6 6 6 6 6 1 6 6 6 4 4 4 -1 4 3 3 3 3 3 3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 1 
2 1 -1 -1 -1 -1 -1 -1 2004 2 2 2 4 107 100 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 1 5 1 6 6 6 6 6 1 6 6 6,0 6 6 1 -9 1 59899 360 -1 -1 -1 2 6 -1 1 1 6 1,0 1 1 1 6 1 6 6 1 1 6 6 1 -7 2 -7 -1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 6 1 6 6 4 4 4 4 1 -1 -1 -1 -1 1 1 1 1 5 6 4 6 6 6 -9 -9 6 2 6 4 3 1803,04 4 6 6 6 6 6 1 6 6 6 2 2 4 -1 3 -9 -9 -9 -9 -9 -9 6 -1 6 -1,0 6 -1 6 -1 6 -1 6 -1 6 -1,0 6 
1 1 -1 -1 -1 -1 -1 -1 1924 1 -1 2 4 150 150 1 1 1 6 6 6 6 1 6 1 1 1 -1 1 1 1 6 6 6 6 6 6 6 6 6 6 6 1 -9 -9 -1 -1 -1 -1 -1 2 6 -1 1 6 6 6 6 6 6 6 1 6 1 6 6 6 6 6 -9 -1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 1 1 -1 -1 -1 1 1 1 1 1 0 0 0 6 0 10 0 0 0 0 5 0 3 601,01 2 6 6 6 6 6 1 6 6 6 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 2003 1 -1 2 2 100 100 1 1 1 6 -1 -1 1 1 6 1 1 1 2 1 1 1 6 6 6 6 6 6 6 6 6 6 6 1 -9 6 -1 -1 -1 -1 -1 2 6 -1 1 6 1 1 6 1 1 6 1 1 1 1 6 6 6 1 -9 -9 -1,0 -1 -1 -9 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 1 4,0 -1 -1 -1 4 -1 1 1 1,0 0 0 0 0 0 7 0 0 0 0 7 0 3 2103,54 3 6 6 6 6 6 6 6 6 6 3 -1 -1 -1 4 4 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6,0 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1993 6 3 1 4 150 100 1 1 1 6 -1 -1 1 1 6 1 1 1 1 1 5 1 6 6 1 6 6 6 1 6 6 6 6 2 -9 -1 -1 -1 14975 90 -1 3 6 -1 1 1 1 1 6 1 1 6 1 1 1 1 1 6 1 1 1 4 1 -1 1 1 6 -1 -1 -1 -1 -1 -1 -1 3 -9 -9 1 1 1 -9 -9 -9 -9 1 1 1 6 6 1 6 6 4 4 3 4 4 -1 -1 -1 -1 -1 1 1 1 -9 1 5 8 -9 6 -9 5 -9 4 8 -9 3 1000 4 6 6 6 6 6 1 6 6 6 4 4 -1 -1 -9 3 3 3 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1,0 -1 -1 -1 1994 2 3 1 7 159 150 1 1 1 6 6 6 1 1 6 1 1 1,0 1 2 5 2 6 6 1 6 6 6 6 6 6 6 6 1 -9 6 -1 -1 -1 -1 -1 2 6 -1 1 1 6 1 6,0 1 1 1 1 1 1 1 1 1 6 1 -9 2 1 1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 1 6 6 2 2 4 2 1 -1,0 -1 -1 -1 1 2 1 1 -9 10 9 10 10 10 -9 -9 10 2 10 1 5 700 6 6 6 6 6 6 6 6 6 6 3 2 5 -1 3 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 1 -1 -1 -1 -1 -1 -1 2002 2 2 1 3 500 70 1 1 1 6 -1 -1 1 1 6 1 1 1 1 1 5 1 6 6 6 6 6 1 1 6 1 6 6 2 3 -1 -1 -1 54907 330 -1 2 6 -1 1 6 6 1 6 1 6 6 6 6 6 1 1 6 6 1 1 1 1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 -9 -9 -9 -9 1 1 1 6 6 6 6 6 4 1 4 -3 1 -1 4 -1 -1 1 1 1 1 -9 4 6 7 5 6 5 3 -9 3 5 -9 3 961,62 4 6 6 6 6 6 6 6 6 6 2 4 5 -1 -9 2 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
