TC001A TUH001A TUH002A TUH002B TUH002C TUH002D TUH002E TUH002F TVV001A TVV002A TVV003A TVC001A TVC002A TVC003A TVC003B TVC004AA TVC004AB TVC004AC TVC004AD TVC004AE TVC004AF TVC004AG TVC004AH TVC004AI TVC004AL TVC004AM TVC004AN TVC004BG TVC004BM TVC005A TVC005B TVC006A TVC006B TVC006C TVC006D TVC006E TVC006F TVC006G TVC006H TVC006I TVC006J TVC006K TVT001A TVT001B TVT002A TVT002B TVT002C TVT003A TVT003B TVT004A TVT005A TVT006A TVT006B TVE001AA TVE001BA TVE001CA TVE001DA TVE001EA TVE001FA TVE001GA TVE001HA TVE001IA TVE001JA TVE001KA TVE001LA TVE001MA TVE001NA TVE001OA TVE001PA TVE001AB TVE001LB TVE001MB TVE001NB TVE001OB TVE001PB TVE002A TVE002B TVE002CA TVE002CB TVE002CC TVE002DA TVE002DB TVE002DC TES001A TES001B TES001C TES001D TES001E TES001F TES001G TES001H TES001I TES001J TES001K TES001L TES001M TES002A TES002C TES002D TES002E TES002F TEM001A TEM001B TEM001C TEM001D TEM001E TEM002A TEM002B TEM002C TEM002D TEM002E TEM003A TEM003B TEM003C TEE001A TEE001B TEE001C TEE001D TEE001E TEE001F TEE001G TEE001H TEE001I TEE001J TEE001K TEE001L TSS001A TSS002A TSS003A TSS004A TSS004B TSS004C TSS004D TSS004E TSS004F TSS004G TSS004H TSS004I TSS005A TSS005B TSS005C TSS005D TSS005E TSS005F TSS005G TSS005H TSS005I TSS005J TSS005K TSI001AA TSI001AB TSI001BA TSI001BB TSI001CA TSI001CB TSI001DA TSI001DB TSI001EA TSI001EB TSI001FA TSI001FB TSI002A TSI002C TSI003A 
3 1 -1 -1 -1 -1,0 -1 -1 1967 2 3 1 7 600 85,0 1 1 1 6 6 6 1 1 6 1 1 1 2 1 5 1 6 6 6 6 1 1 6 1 1 6 6 1 4 6 -1,0 -1 -1 -1 -1 2 6 -1 1 6 1 6 6 1 6 6 1 6 1 1 1 1 6 1 -9 3 1 2 -1 2 1 1 2,0 -1 -1 10 -1 -1 1 2 2 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 3 3 3 3 2 -1 -1 -1 -1 -1 1 1 1 4 1 0 5 7 7 8 8 8 3 4 1 4 650 4 6 6 6 6 6 1 6 6 6 3 2 4 -1 -1 3 3 3 3 3 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1994 3 3 1 5 500 190 1 1 1 6 -1 -1 1 1 6 1 1 1 1 1 5 1 6 6 1 1 1 6 6 6 6 6 6 1 3 6 -1 -1 -1 -1 -1 3 6 -1 1 1 1 1 1 1 1 6 1 6 1 1 1 1 6 1 2 2 1 1 -1 2 1 2 1 1 -1 18 4 -1 1 -9 1 1 1 1 -9 -9 -9 -9 1 1 1 6 6 6 6 6 4 4 3 3 1 -1 -1 -1 -1 4 1 1 1 5 -9 3 5 7 5 5 0 3 0 0 0 3 2103,54 4 6 6 6 6 6 6 6 6 6 3 4 4 4 3 -9 3 3 3 3 -9 1 420 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1970 3 2 2 3 200 150 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 2 5,0 1 6 6 6 6 6 6 6 6 6 6 6 1 -9 6 -1 -1 -1 -1 -1 2 6 -1 1 6 1 1 6 6 1 6 6 6 1 1 1 1 6 1 2 2 -7 1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6,0 4 4,0 4 4 4 -1 -1 -1 -1 -1 1 1 1 0 0 3 7 7 8 7 8 4 0 7 0 3 1200 4 6 6 6 6 6 1 6 6 6 3 4 5 -1 -1 3 3 3 3 3 3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6,0 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1938 1 -1 2 4 200 200 1 1 1 6 -1 -1 1 1 6 1 1 1 3 3 1 1 6 6 6 6 6 6 6 6 6 6 6 1 -9 6 -1 -1 -1 -1 -1 2 6 -1 1 6 6 6 6 6 6 6 1 6 1 1 6 6 6 1 -9 -9 -1 -1 -1 -9 1 1 1 -1 -1 10 -1 -1 2 2 2 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 1 1 1 1 1 4 4 4 4 4 1 1 1 4 4 4 6 6 8 2 2 2 2 10 0 3 1803,04 4 6 6 6 6 6 1 6 6 6 3 2 2 -1 -1 3 1 1 1 1 1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1,0 -1 -1 -1 -1 -1 1999 2 2 1 2 85 85 1 1 1 1 -1 -1 6 1 6 1 1 1 -1 1 5,0 1 6 6 6 6 6 6 6 6 6 6 -3 1 4 6 -1 -1,0 -1 -1 -1 2 6 -1 1 6 6 1 1 1 1 6 6 6 1 1 1 6 6 1 -9 -9 -9 -1 -1 -9 6 -1 -1 -1 -1 -1 -1 -1 2 3 3 1 1 2 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 1 -1 -1 -1 -1 -9 1 1 1 0 0 5 5 5 8 0 0 5 0 10 0 2 1200 4 6 6 6 6 6 6 6 6 6 4 5 1 -1 3 3 3 3 3 3 3 6,0 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 2000 2 2 1 2 100 90 1 1 1 6 6 6 6 6 1 1 1 1 -1 2 1 1 6 6 6 6 6 6 6 6 6 6 6 1 3 1 30000 180,3 -1 -1 -1 1 6 -1 1 6 1 6 6 6 1 6 1 6 1 1 1 1 6 1 3 1 1 2 -1 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 2 4 4 -1 -1 -1 -1 -1 1 1 1 1 0 0 5 5 9 5 3 5 3 10 0 1 1803,04 3 1 6 6 6 6 1 6 6 6 3 4 4 2 4 4 4 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
6 1 -1 -1 -1 -1 -1 -1 2001 3 2 2 5 120 113 1 1 1 6 -1 -1 6 6 1 1 1 1 -1 2 1 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 2 6 -1 1 6 1 1 1 1 6 6 1 1 1 1 1 1 6 1 2 4 1 2 -1 3 1 1 1 -1 -1 4 -1 -1 3 4 4 1 1 3 3 3 3 3 3 3 1 6 6 6 6 6 1 1 1 1 1 1 1 3 3 3 1 1 1 1 0 2 5 10 5 1 3 3 5 10 0 3 3000 4 6 6 6 6 6 6 6 6 6 4 4 4 -9 3 4 3 3 3 4 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 2000 2 3 2 2 77 72 1 1 1 1 -1 -1 6 6 6 1 1 1 -1 1 1 1 6 1 1 6 6 6 6 6 6 6 6 2 -9 -1 -1 -1 44924 -1 -1 1 6 -1 1 6 6 6 1 6 6 6 6 6 6 1 6 6 6 1 -9 -1 -1 -1 -1 -9 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1,0 1 1 1 1 1 1 1,0 1 6 6 6 6 6 1 1 1 1 1 2 2 2 2 2 1 1 1 0 0 6 7 7 9 4 0 4 3 0 0 3 1800 1 6 6 6 6 6 1 1 1 6 3 2 2 -1 4 4 3 3 3 3 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1969 3 1 2 4 107 100 1 1 1 6 -1 -1 1 1 6 1 1 1 2 1 1 1 6 6 6 6 1 6 6 6 6 6 6 1 -3 6 -1 -1 -1 -1 -1 3 6 -1 1 6 6 6 6 1 6 6 1 6 1 1 6 6 6 1 1 1 -1 -1 -1 1 1 1 1 -1 -1 10 -1 -1 2 2 2 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 1 1 1 1 4 4 3 4 4 1 1 1 0 0 3 5 7 9 0 0 3 2 8 0 2 2404,05 3 6 6 6 6 1 1 6 1 1 4 4 4 -1 4 3 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1,0 -1 -1 -1 -1 1982 3 2 1 4 100 50 1 1 1 6 -1 6 1 1 6 1 1 1 1 2 4 4 6 6 6 6 6 6 6 6 6 6 6,0 1 -9 6 -1 -1 -1 -1 -1 1 -9 -1 1 6 1 1 6 6 6 6 6 6 6 1 6 6 6 1 -9 -9 -1 -1 -1 -9 1 1 1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 1 1 -1 -1 -1 1 1 1 1 1 0 0 6 0 0 7 0 0 3 0 10 0 3 1107 3 6 6 6 6 6 6 6 6 6 3 3 3 2 4 3 2 2 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 2002 3 2 2 4 90 90 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 2 5 1 6 6 6 6 6 6 6 6 6 6 6 1 -9 1 59899 360 -1 -1 -1 1 6 -1 1 6 6 1 6 6 6 6 6 6 6 1 1 1 6 1 1 2 2 2 -1 2 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 -1 5 -1 6 6 -1 -1 -1 -1 5 6 -1 3 1803,04 4 6 6 6 6 6 1 6 6 6 3 4 4 2 3 3 3 3 3 3 3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1,0 1993,0 1 -1 2 4 96 80 1 1 1 6 -1 -1 1 6 6 1 1 1 2 1 5 1 6 6 6 6 6 1 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 1 6 -1 1 6 1 6 6 6 6 6 1 6 1 1 6 6 6 1 -1 1 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4,0 4 4 4 -1 -1 -1 -1 -1 1 1 1 -1 4 3 6 -1 6 -1 -1 0 3 0 -1 3 1803,04 3 1 6 6 6 6 1 6 6 6 2 2 2 2 2 2 2 2 2 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 1 -1 -1 -1 -1 -1 -1 2002 4 1 1 5 190 150 1 1 1 6 6 6 6 1 6 1 1 1 -1 3 1 1 6 6 6 6 6 6 6 6 6 6 6 1 3 6 -1 -1 -1 -1 -1 2 6 -1 1 1 1 1 1 1 1 6 1 1 1 1 1 1 6 1 3 -9 -9 -9 -1 -9 6 -1 -1 -1 -1 -1 -1 -1 2 2 2 1 1 1 2 2 2 2 2 2 2 6 6 6 6 6 4 3 1 4 4 -1 -1 3 -1 -1 1 1 1 0 3 5 7 0 7 5 0 0 2 8 0 3 300 4 6 6 6 6 6 6 6 6 6 3 4 4 -9 4 2 2 3 3 3 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1932 1 -1 2 8 164 155 1 1 1 6 -1 -1 6 6 6 1 1 1 -1 2 5 1 6 6 6 6 6 6 6 6 6 6 6 1 -9 1 120000 721,21 -1 -1 -1 1 6 -1 1 6 6 6 6 6 6 6 1 1 1 1 6 6 6 6 2 1 -1 -1 -1 -1 6 -1 -1,0 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1,0 1 1 1 1 1 6,0 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 -1 5 -1 4 -1 6 -1 -1 0 3 5 -1 3 1502,53 3 6 6 6 6 6 6 6 6 6 2 2 2 1 -1 2 2 2 2 2 2 6 -1 6 -1 6,0 -1 6 -1 6 -1 6 -1 1 721 6 
3 1 -1 -1 -1 -1 -1 -1 2000 3 2 2 2 70 70 1 1 1 1 6 6 6 1 6 1 1 1 -1 1 1 1 1 1 6 6 6 6 6 6 6 6 6 1 -9 1 83193 500 -1 -1 -1 2 6 -1 1 1 1 1 6 1 6 6 1 6 1 1 6 6 1 1 -9 -9 -1 -1 -9 -9 6 -1 -1 -1 -1 -1 -1 -1 2 3 3 1 1 2 2 2 2 2 1 1 1 6 6 6 6 6 1 1 1 1 1 3 3 3 3 3 1 1 1 0 0 6 5 0 7 1 0 0 0 7 0 3 2404,05 4 6 6 6 6 6 1 6 6 6 2 1 -1 -1 5 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 1 -1 -1 -1 -1 -1 -1 1975 2 2 1 4 100 100 1 1 1 6 6 6 1 1 6 1 1 1 1 1 2 2 6 6 1 1 1 6 6 6 6 6 6,0 1 -9 6 -1 -1,0 -1 -1 -1 3 6 -1 1 6 6 6 6,0 6 6 6 6 6 6 6 6 6 6 6 -9 -1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 1 1 1,0 1 1 1 1 1 1 1 1 1 0 0 0 7 0 7 3 0 0 1 10 0 4 601,01 1 6 6 6 6 6 6 6 6 6 3 3 3 -1 -1 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1965 2 2 2 5 120 113 1 1 1 6 -1 -1 1 6 6 1 1 1 2 1 5 1 6 6 6 6 6 1 6 6 6 6 6 1 -9 6 -1 -1 -1 -1 -1 1 6 -1 1 6 1 6 6 6 6 6 1 6 1 6 6 6 6 6 1 -1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 1 1 1 1 -9 -9 -9 -9 -9 1 1 1 -1 0 5 5 -1 6 -1 -1 6 0 6 -1 3 1803,04 3 1 6 6 6 6 1 6 6 6 2 2 2 2 2 2 2 2 2 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 2001 3 2 2 4 107 100 1 1 1 6 -1 -1 1 1 6 1 1 1 2 1 5 1 6 6 6 6 6 1 6 6 6 6 6 1 -3 6 -1 -1 -1 -1 -1 2 6 -1 1 6 6 6 6 1 6 6 1 6 1 1 6 6 6 1 1 1 -1 -1 -1 1 1 1 1 -1 -1 4 -1 -1 1 1 1 1 1 1 1,0 1 1 1 1 1 1 6 6 6 6 6 1 3,0 1 1 3,0 4 -1 4 4 -1,0 1 1 1 -1 0 6 6 -1 6 -1 -1 6 -3 4 -1 4 -3 4 6 6 6 6 6 1 6 6 6 2 2 2 3 -1 -3 -3 -3 -3 -3 -3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1993 3 2 1 2 77 72 1 1 1 6 -1 -1 1 1 6 1 1 1 3 1 5 1 6 6 6 6 6 1 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 1 6 -1 1 6 6 6 6 6 6 6 1 6 1 6 6 6 6 6 1 -1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 0 0 6 6 -1 7 -1 -1 6 0 6 -1 3 -9 2 1 6 6 6 6 1 6 6 6 2 2 2 2 2 2 2 2 2 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1994 2 2 1 5 70 70 1 1 1 6 -1 -1 1 1 6 1 1 1 1 1 5 1 6 6 6 6 6 6,0 6 6 6 6 6 1 4 6 -1 -1,0 -1 -1 -1 1 6 -1 1 6 1 1 6,0 6 6 6 6 6 1 1 6 6 6 1 1 3 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 1 2 1 1 1 1 1 1 1 1 1 1 1 6 1 6 6 6 4 4 4 4 4 -1 -1 -1 -1,0 -1 2 1 1 -1 0 0 5 -1 5 -1 1 0 -3 6 -1 3 1502,53 3 1 6 6 6 6 1 6 6 6 1 1 1 -1 3 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1992 6 3 2 4 107 100 1 1 1 6 -1 1 1 1 6,0 1 1,0 1 1 1 5 1 6 6 6 6 6 1 6 6 6 6 6 3 -9 -1 -1 -1 -1 -1 6 1 6 -1 1 6 1 6 1 6 6 6 6 6 1 1 6 6 6 1 -9 2 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1,0 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 0 0 5 8 -1 9 6 -1 0 0 6 -1 3 1202,02 3 1 6 6 6 6 1 6 6 6 2 2 4 -1 4 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
7 1 -1 -1 -1 -1 -1 -1 2002 6 3 1 6 200 150 1 1 1 6 -1 -1 1 1 6 1 1 1 1 3 5 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 1 6 -1 1 1 6 6 6 6 1 6 6 6 1 6 1 1 6 1 2 -1 -9 2 -1 2 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 1 4 -1 -1 -1 3 -1 1 1 1 -1 6 3 2 -1 7 -1 -1 1 0 6 -1 3 4808,1 3 6 6 6 6 6 1 6 6 6 2 2 1 -1 4 3 3 3 2 3 1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 1 
1 1 -1 -1 -1 -1 -1 -1 2001 3 1 2 2 60 50 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 1 5 1 6,0 6 6 6 6 6 6 6 6 6 6 2 -9 -1 -1 -1 75000 450 -1 3 6 -1 1,0 1 1 1 6 1 1 6 6 6 6 1 1 6 6 1 1 1 -9 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1,0 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 -1 3 5 -1 7 -1 -1 0 0 6 6 -1 4 1803,04 4 6 6 6 6 6 6 6 6 6 3 4 5 -1 3 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1,0 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 2004 2 1 3 1 30 30 1 1 1 6 6 6 6 6 6 1 1 1 -1 1 5 1 1 1 6 6 6 6 6 6 6 6 6 2 -9 -1 -1 -1 54907 330 -1 1 6 -1 1 6 6 6 6 6 6 6 6 6 6 1 6 6 6 6 -9 1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 2 2 2 4 4 -1 -1 -1 -1 -1 1 1 1 0 5 7 7 -1 8 6 -1 -3 6 6 -1 3 1200 3 6 6 6 6 6 1 6 6 6 2 4 4 -1 4 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 1 
1 4 6 6 6 6 1 -1 1995 2 2 1 4 107 100 1 1 1 6 -1 -1 1 1 6 1 1 1 3 1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 2 6 -1 1 6 1 6 6 6 6 6 1 6 1 1 6 6,0 6 1 1 1 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1,0 1 1 1 1 1 6 6 6 6 6 1 1 1 4 4 4 4 4 -1 -1 1 1 1 0 2 1 5 5 10 6 -1 0 0 6 -1 5 1148 3 6 6 6 6 6 6 6 6 6 3 3 2 3 -1 -9 -9 -9 -9 -9 -9 1 721 6 -1 6,0 -1,0 6 -1 6 -1 6 -1 6 -1 1 
1 1 -1 -1 -1 -1 -1 -1 1997 2 3 3 3 92 86 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 1 5 1 6 6 6 6 6 6 6 6 6 6 6 2 -9 -1 -1 -1 40000 240 -1 1 6 -1 1 6 1 1 6 1 6 6 1 6 1 6 6 6 6 6 -9 -1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 1 1 1 1 3 3 3 3 3 1 1 1 -1 0 6 5 -1 8 -1 -1 -3 6 -3 -1 3 -9 3 6 6 6 6 6 6 6 6 6 2 2 2 2 2 2 2 2 2 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 2001 5 2 2 2 52 52 1 1 1 6 -1 -1 6 6,0 6 1 1 1 -1 1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 3 6,0 -1 1 1 1 1 6 1,0 6 1 1 6 1 1 6 6 1 1 -9 2 -1 -1 -9 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6,0 1 4 4 4 4 3 -1 -1 -1 -1 4 1 1 0 2 3 5 -1 6 -1 -1 5 0 7 -3 4 -7 4 6 6 6 6 6 6 6 6 6 2 2 3 3 -1 -9 -9 -9 -9 3 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 1 -1 -1 -1 -1 -1 -1 2004 3 2 2 2 58 56 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 2 1 40000 240,4 -1 -1 -1 2 6 -1 1 6 1 6 6 1 6 6 1 6 6 1 6 6 6 1 1 1 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 -1 0 4 2 8 9 -1 -1 -1 -1 7 -1 4 -9 4 6 6 6 6 6 6 6 6 6 3 4 4 -1 3 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 1 -1 -1 -1 -1 -1 -1 2004 2 2 1 2 58 54 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 1 5 1 6,0 6 6 6 6 6 6 6 6 6 6 1 2 1 48086 289 -1 -1 -1 1 6 -1 1 6 1 6 6 6 6 6 6 6 6 1 6 6 6 1 1 1 -1 -1 -1 1 6 -1,0 -1 -1 -1,0 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 -1 0 2 0 7 9 -1 -1 -1 -1 7 -1 3 1081,82 3 1 6 6 6 6 1 6 6 6 2 1 1 -1 2 2 2 2 2 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 1 -1 -1 -1 -1 -1 -1 2001 4 1 1 2 76 70 1 1 1 6 -1 -1 1 1 6 1 1 1 1 1 5 1 6 6 6 6 6 1 6 6 6 6 6 1 2 6 -1 -1 -1 -1 -1 1 6 -1 1 6 6 6 1 1 6 6 6 6 1 1 1 6 6 1 1 1 -9 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 -1 0 0 0 -1 6 10 2 -3 0 7 -1 3 1800 3 6 6 6 6 6 6 6 6 6 2 2 2 4 -1 -9 -9 -9 -9 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 1 
2 1 -1 -1 -1 -1 -1 -1 1971 2 2 1 5 200 200 1 1 1 6 -1 -1 1 1 6 1 1 1 1 1 5 1 6 6 6 6 6 1 6 6 6 6 6 1,0 4 6 -1 -1 -1 -1 -1 1 6 -1 1 6 6 6 6 6 6 6 1 6 1 6 6 6,0 6 1 1 -1 -1 -1 -1,0 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6,0 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 0 0 0 0 -1 6 5 -1 0 0 6 -1 3 1803,04 3 1 6 6 6 6 1 6 6 6 2 2 2 3 -1 3 3 3 2 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1972 2 2 1 5 280 113 1 1 1 6 -1 -1 1 1 6 1 1 1 1 1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 1 6 -1 1 6 1 6 6 1 6 6 1 6 1 1 6 6 1 6 1 3 -1 -1 -9 -1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 1 1 4 -3 3 3 3 -1 -1 1 1 1 -1 2 4 0 -1 6 6 -1 6 -3 6 -1 3 -3 3 6 6 6 6 6 6 6 6 6 2 2 2 3 -1 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 3 6 6 6 6 6 6 1942 1,0 -1 2 8 164 155 1 1 1 6 -1 -1 1 1 6 1 1 1 1 2 5 1 6 6 6 6 1 1 1 1 1 6 6 1 4 6 -1 -1 -1 -1 -1 1 6 -1 1 6 6 6 6 6 6 6 1 6 1 1 1 1 6 1 1 1 1 2 -1 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1,0 1 1 1 1 1 1 1 1 6,0 6 6 6 6 1 1 1 4 4 4 4 4 -1 -1 1 1,0 1 3 2 4 6 -1 0 6 -1 0 0 6 -1 3 0 4 6 6 6 6 6 1 6 6 6 2 2 2 3 4 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 1 
2 1 -1 -1 -1 -1 -1 -1 1999 3 2 1 5 120 113 1 1 1 6 -1 1 1 1 6 1 1 1 2 3 5 1 6 6 6 6 6 6 6 6 6 6 6 1 3 1 100000 601,01 -1 -1 -1 1 6 -1 1 1 1 6 6 1 6 1 1 6 1 1 1 1 6 1 2 2 -9 2 -1 -9 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 3 2 0 0 -1 3 -1 -1 6 0 6 -1 3 1502,53 4 6 6 6 6 6 1 6 6 6 2 2 1 -1 2 -9 -9 -9 -9 -9 -9 1 601 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
